YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,11,14,6,DL,1691,N955AT,DTW,MSN,1535,1531,-4,14,1545,81,67,50,311,1535,3,1556,1538,-18,0,0,,,,,,
2015,11,14,6,DL,2464,N894AT,TPA,JFK,0800,0755,-5,10,0805,157,141,124,1005,1009,7,1037,1016,-21,0,0,,,,,,
2015,11,14,6,F9,770,N952FR,LAS,DEN,0950,0944,-6,16,1000,108,109,86,628,1226,7,1238,1233,-5,0,0,,,,,,
2015,11,14,6,NK,762,N638NK,ATL,ORD,1030,1022,-8,13,1035,115,124,94,606,1109,17,1125,1126,1,0,0,,,,,,
2015,11,14,6,UA,756,N544UA,SFO,DEN,0530,0519,-11,20,0539,151,153,127,967,0846,6,0901,0852,-9,0,0,,,,,,
2015,11,15,7,OO,4830,N446SW,ISN,MSP,1236,1227,-9,14,1241,110,100,81,546,1402,5,1426,1407,-19,0,0,,,,,,
2015,11,15,7,UA,371,N61881,DEN,ORD,1845,1844,-1,14,1858,137,142,111,888,2149,17,2202,2206,4,0,0,,,,,,
2015,11,16,1,OO,5198,N796SK,TUS,IAH,1438,1441,3,16,1457,144,134,107,936,1744,11,1802,1755,-7,0,0,,,,,,
2015,11,16,1,UA,1634,N828UA,BOS,EWR,2035,2021,-14,16,2037,100,74,51,200,2128,7,2215,2135,-40,0,0,,,,,,
2015,11,16,1,UA,483,N27239,ORD,PHX,1942,1941,-1,21,2002,239,230,202,1440,2224,7,2241,2231,-10,0,0,,,,,,
2015,11,16,1,WN,2890,N7717D,DCA,DAL,1605,1602,-3,14,1616,210,201,176,1184,1812,11,1835,1823,-12,0,0,,,,,,
2015,11,17,2,DL,1302,N991DL,ATL,SDF,1035,1030,-5,17,1047,79,84,57,321,1144,10,1154,1154,0,0,0,,,,,,
2015,11,17,2,EV,5246,N748EV,CLE,LGA,1834,1829,-5,10,1839,99,84,68,419,1947,6,2013,1953,-20,0,0,,,,,,
2015,11,18,3,B6,154,N807JB,PBI,JFK,0600,0553,-7,13,0606,156,150,134,1028,0820,3,0836,0823,-13,0,0,,,,,,
2015,11,18,3,MQ,3212,N527MQ,HPN,ORD,0705,1224,319,9,1233,176,161,141,738,1354,11,0901,1405,304,0,0,,0,0,0,0,304
2015,11,19,4,B6,959,N645JB,BDL,FLL,0832,0825,-7,14,0839,192,205,188,1173,1147,3,1144,1150,6,0,0,,,,,,
2015,11,19,4,OO,5224,N103SY,DEN,DFW,1235,1235,0,16,1251,120,106,80,641,1511,10,1535,1521,-14,0,0,,,,,,
2015,11,2,1,B6,684,N956JB,MCO,JFK,1158,1157,-1,10,1207,151,132,118,944,1405,4,1429,1409,-20,0,0,,,,,,
2015,11,2,1,DL,935,N390DA,DTW,SEA,1207,1204,-3,12,1216,305,300,283,1927,1359,5,1412,1404,-8,0,0,,,,,,
2015,11,2,1,UA,258,N78511,LAS,SFO,1031,1207,96,33,1240,106,118,73,414,1353,12,1217,1405,108,0,0,,108,0,0,0,0
2015,11,2,1,WN,1327,N524SW,MSY,DAL,0935,0937,2,7,0944,90,82,70,436,1054,5,1105,1059,-6,0,0,,,,,,
2015,11,20,5,AA,1433,N548AA,SAT,DFW,0657,0652,-5,10,0702,68,57,43,247,0745,4,0805,0749,-16,0,0,,,,,,
2015,11,20,5,AA,156,N3MDAA,ORD,SAN,0715,0710,-5,13,0723,266,259,243,1723,0926,3,0941,0929,-12,0,0,,,,,,
2015,11,20,5,WN,210,N392SW,ROC,BWI,1145,1142,-3,8,1150,80,62,50,277,1240,4,1305,1244,-21,0,0,,,,,,
2015,11,21,6,AA,1847,N189UW,ATL,CLT,0850,0846,-4,18,0904,79,60,35,226,0939,7,1009,0946,-23,0,0,,,,,,
2015,11,21,6,AA,1897,N576UW,MIA,CLT,1910,1913,3,15,1928,128,122,98,650,2106,9,2118,2115,-3,0,0,,,,,,
2015,11,21,6,MQ,3470,N830MQ,RST,ORD,0555,0615,20,66,0721,101,176,50,268,0811,60,0736,0911,95,0,0,,75,0,0,0,20
2015,11,21,6,OO,4629,N915EV,SLC,PSP,1500,1453,-7,16,1509,105,95,74,541,1523,5,1545,1528,-17,0,0,,,,,,
2015,11,22,7,AA,2182,N3JSAA,DFW,LGA,1410,1408,-2,16,1424,192,182,163,1389,1807,3,1822,1810,-12,0,0,,,,,,
2015,11,22,7,B6,1507,N309JB,JFK,IAD,2130,2122,-8,11,2133,79,66,50,228,2223,5,2249,2228,-21,0,0,,,,,,
2015,11,22,7,DL,1542,N687DL,SEA,JFK,2305,2302,-3,13,2315,309,284,263,2422,0638,8,0714,0646,-28,0,0,,,,,,
2015,11,22,7,DL,864,N940DN,MSP,MSN,1945,1940,-5,11,1951,60,48,33,228,2024,4,2045,2028,-17,0,0,,,,,,
2015,11,22,7,EV,5280,N720EV,LGA,CLE,1545,1719,94,27,1746,121,100,66,419,1852,7,1746,1859,73,0,0,,0,0,73,0,0
2015,11,23,1,WN,327,N216WR,PHX,MDW,1120,1121,1,19,1140,200,185,165,1444,1525,1,1540,1526,-14,0,0,,,,,,
2015,11,24,2,VX,451,N523VA,DAL,AUS,1500,1454,-6,15,1509,50,55,34,189,1543,6,1550,1549,-1,0,0,,,,,,
2015,11,24,2,VX,710,N625VA,SFO,DAL,0705,0715,10,16,0731,210,199,175,1476,1226,8,1235,1234,-1,0,0,,,,,,
2015,11,25,3,AA,1148,N3DJAA,DFW,LGA,1515,1513,-2,19,1532,195,210,185,1389,1937,6,1930,1943,13,0,0,,,,,,
2015,11,25,3,OO,4749,N161PQ,SLC,ONT,1700,1724,24,11,1735,105,106,90,558,1805,5,1745,1810,25,0,0,,1,0,24,0,0
2015,11,27,5,UA,1874,N404UA,IAH,DEN,1132,1127,-5,11,1138,153,141,116,862,1234,14,1305,1248,-17,0,0,,,,,,
2015,11,28,6,B6,1251,N324JB,HPN,RSW,0655,0647,-8,8,0655,186,163,152,1102,0927,3,1001,0930,-31,0,0,,,,,,
2015,11,28,6,EV,5035,N881AS,CHA,DTW,0730,0728,-2,12,0740,113,108,89,505,0909,7,0923,0916,-7,0,0,,,,,,
2015,11,28,6,WN,2483,N8645A,DAL,LAS,0705,0705,0,16,0721,175,183,163,1067,0804,4,0800,0808,8,0,0,,,,,,
2015,11,29,7,AA,2504,N438AA,ORD,TPA,1825,1819,-6,27,1846,165,173,141,1012,2207,5,2210,2212,2,0,0,,,,,,
2015,11,29,7,EV,2856,N671AE,DFW,BRO,0855,0848,-7,24,0912,102,105,75,482,1027,6,1037,1033,-4,0,0,,,,,,
2015,11,29,7,VX,67,N631VA,IAD,SFO,0720,0717,-3,13,0730,365,363,347,2419,1017,3,1025,1020,-5,0,0,,,,,,
2015,11,3,2,B6,746,N834JB,PSE,JFK,0600,0547,-13,8,0555,241,225,210,1617,0825,7,0901,0832,-29,0,0,,,,,,
2015,11,30,1,AA,2016,N954UW,PHL,MSP,0920,0923,3,25,0948,178,179,149,980,1117,5,1118,1122,4,0,0,,,,,,
2015,11,30,1,DL,84,N676DL,TPA,ATL,1945,1938,-7,17,1955,93,92,61,406,2056,14,2118,2110,-8,0,0,,,,,,
2015,11,30,1,WN,2990,N785SW,SAT,PHX,1420,1415,-5,8,1423,145,155,140,843,1543,7,1545,1550,5,0,0,,,,,,
2015,11,4,3,HA,25,N399HA,PDX,HNL,1015,1005,-10,18,1023,370,348,321,2603,1344,9,1425,1353,-32,0,0,,,,,,
2015,11,4,3,OO,6451,N786SK,PHX,LAX,1903,1858,-5,19,1917,89,86,59,370,1916,8,1932,1924,-8,0,0,,,,,,
2015,11,5,4,EV,4960,N614QX,SAV,LGA,1700,1656,-4,13,1709,128,129,106,722,1855,10,1908,1905,-3,0,0,,,,,,
2015,11,5,4,MQ,3396,N643MQ,DFW,OKC,0715,0710,-5,13,0723,62,55,36,175,0759,6,0817,0805,-12,0,0,,,,,,
2015,11,5,4,WN,3214,N783SW,BWI,BOS,1250,1250,0,23,1313,80,95,67,369,1420,5,1410,1425,15,0,0,,15,0,0,0,0
2015,11,6,5,AS,66,N713AS,YAK,JNU,1830,1755,-35,8,1803,44,46,34,199,1837,4,1914,1841,-33,0,0,,,,,,
2015,11,6,5,B6,1189,N292JB,BOS,DCA,1826,1837,11,16,1853,105,92,74,399,2007,2,2011,2009,-2,0,0,,,,,,
2015,11,6,5,DL,1365,N675DL,ATL,MIA,2050,2049,-1,18,2107,116,103,81,594,2228,4,2246,2232,-14,0,0,,,,,,
2015,11,6,5,HA,380,N480HA,HNL,ITO,1733,1733,0,10,1743,53,52,36,216,1819,6,1826,1825,-1,0,0,,,,,,
2015,11,6,5,NK,718,N657NK,DFW,LGA,0734,0748,14,12,0800,206,185,163,1389,1143,10,1200,1153,-7,0,0,,,,,,
2015,11,7,6,B6,2465,N593JB,BUF,FLL,1535,1543,8,11,1554,185,182,164,1166,1838,7,1840,1845,5,0,0,,,,,,
2015,11,7,6,F9,1015,N948FR,PHL,IAH,1115,1113,-2,16,1129,225,227,200,1325,1349,11,1400,1400,0,0,0,,,,,,
2015,11,7,6,WN,3597,N7716A,OAK,DEN,0815,0813,-2,9,0822,145,140,123,957,1125,8,1140,1133,-7,0,0,,,,,,
2015,11,8,7,AS,499,N318AS,SAN,SEA,0630,0628,-2,22,0650,184,175,143,1050,0913,10,0934,0923,-11,0,0,,,,,,
2015,11,8,7,DL,1651,N944DN,LAS,MSP,1331,1329,-2,21,1350,188,183,155,1299,1825,7,1839,1832,-7,0,0,,,,,,
2015,11,8,7,EV,4530,N12528,IAH,GPT,1916,1906,-10,14,1920,77,76,58,376,2018,4,2033,2022,-11,0,0,,,,,,
2015,11,9,1,AA,1345,N3HGAA,DFW,JFK,1150,1147,-3,10,1157,210,187,170,1391,1547,7,1620,1554,-26,0,0,,,,,,
2015,11,9,1,EV,5018,N716EV,EYW,ATL,0700,0658,-2,5,0703,122,110,94,646,0837,11,0902,0848,-14,0,0,,,,,,
2015,11,9,1,EV,5403,N137EV,ATL,GSP,0850,0849,-1,25,0914,56,55,27,153,0941,3,0946,0944,-2,0,0,,,,,,
2015,11,9,1,NK,954,N633NK,LAS,FLL,2250,2312,22,11,2323,270,246,227,2173,0610,8,0620,0618,-2,0,0,,,,,,
2015,11,9,1,WN,818,N784SW,SAN,ABQ,2125,2120,-5,8,2128,100,81,68,628,2336,5,0005,2341,-24,0,0,,,,,,
2015,12,1,2,OO,4763,N604SK,JAC,SLC,0700,0650,-10,24,0714,85,59,31,205,0745,4,0825,0749,-36,0,0,,,,,,
2015,12,1,2,UA,756,N69818,SFO,DEN,0530,0540,10,16,0556,153,150,126,967,0902,8,0903,0910,7,0,0,,,,,,
2015,12,1,2,WN,1027,N909WN,MCI,ATL,1005,1002,-3,10,1012,115,123,87,692,1239,26,1300,1305,5,0,0,,,,,,
2015,12,1,2,WN,1161,N773SA,OAK,BUR,0705,0700,-5,12,0712,65,62,48,325,0800,2,0810,0802,-8,0,0,,,,,,
2015,12,10,4,AA,1619,N3HDAA,BOS,MIA,0630,0626,-4,16,0642,226,203,177,1258,0939,10,1016,0949,-27,0,0,,,,,,
2015,12,10,4,DL,2271,N6712B,PBI,ATL,0930,0940,10,12,0952,109,100,78,545,1110,10,1119,1120,1,0,0,,,,,,
2015,12,11,5,AA,780,N835AW,LAX,IND,0940,0935,-5,24,0959,248,233,201,1814,1620,8,1648,1628,-20,0,0,,,,,,
2015,12,11,5,WN,2989,N7747C,DAL,ICT,2135,2131,-4,11,2142,70,62,46,333,2228,5,2245,2233,-12,0,0,,,,,,
2015,12,12,6,AA,1056,N3HFAA,LAX,AUS,1850,1849,-1,11,1900,170,163,147,1242,2327,5,2340,2332,-8,0,0,,,,,,
2015,12,12,6,AA,2212,N424AA,DFW,STL,1820,1812,-8,12,1824,99,83,68,550,1932,3,1959,1935,-24,0,0,,,,,,
2015,12,12,6,AA,69,N880AA,MIA,LAX,2025,2025,0,32,2057,358,335,299,2342,2256,4,2323,2300,-23,0,0,,,,,,
2015,12,13,7,AS,313,N423AS,SFO,SEA,0645,0638,-7,23,0701,129,126,95,679,0836,8,0854,0844,-10,0,0,,,,,,
2015,12,13,7,OO,4858,N187PQ,DSM,MSP,1515,1509,-6,13,1522,69,57,39,232,1601,5,1624,1606,-18,0,0,,,,,,
2015,12,14,1,DL,923,N981AT,LAX,LAS,2110,2206,56,21,2227,72,72,44,236,2311,7,2222,2318,56,0,0,,0,0,0,56,0
2015,12,14,1,WN,2093,N433LV,ABQ,HOU,1630,1706,36,8,1714,120,111,96,759,1950,7,1930,1957,27,0,0,,0,0,0,27,0
2015,12,15,2,DL,2305,N941DN,MSP,SFO,0916,0912,-4,26,0938,267,234,204,1589,1102,4,1143,1106,-37,0,0,,,,,,
2015,12,15,2,DL,676,N699DL,STT,JFK,1435,1432,-3,11,1443,259,227,202,1623,1705,14,1754,1719,-35,0,0,,,,,,
2015,12,15,2,EV,4223,N12530,MOB,IAH,0630,0622,-8,8,0630,98,88,59,427,0729,21,0808,0750,-18,0,0,,,,,,
2015,12,15,2,OO,7374,N461SW,MSP,BRD,1421,1421,0,16,1437,62,48,26,114,1503,6,1523,1509,-14,0,0,,,,,,
2015,12,15,2,WN,1064,N233LV,STL,OKC,2130,2126,-4,8,2134,90,91,79,462,2253,4,2300,2257,-3,0,0,,,,,,
2015,12,16,3,DL,981,N6714Q,BOS,ATL,1330,1326,-4,18,1344,185,166,140,946,1604,8,1635,1612,-23,0,0,,,,,,
2015,12,16,3,WN,2661,N930WN,DEN,HOU,0905,0952,47,14,1006,140,136,118,883,1304,4,1225,1308,43,0,0,,0,0,43,0,0
2015,12,17,4,B6,1323,N934JB,JFK,LAX,2230,2338,68,18,2356,368,366,342,2475,0238,6,0138,0244,66,0,0,,0,0,54,12,0
2015,12,17,4,UA,475,N25705,EWR,ATL,0720,0715,-5,27,0742,166,166,131,746,0953,8,1006,1001,-5,0,0,,,,,,
2015,12,17,4,WN,2216,N275WN,BWI,ATL,2020,2029,9,16,2045,120,128,103,577,2228,9,2220,2237,17,0,0,,8,0,9,0,0
2015,12,17,4,WN,367,N724SW,ATL,PHL,2245,2304,19,13,2317,120,104,85,666,0042,6,0045,0048,3,0,0,,,,,,
2015,12,18,5,EV,4913,N854AS,GNV,ATL,1920,2157,157,12,2209,80,69,52,300,2301,5,2040,2306,146,0,0,,0,0,0,146,0
2015,12,19,6,DL,1248,N722TW,DTW,LAX,1520,1517,-3,12,1529,310,337,273,1979,1702,52,1730,1754,24,0,0,,24,0,0,0,0
2015,12,19,6,DL,2409,N913DL,ATL,DAY,2125,2233,68,20,2253,94,91,65,432,2358,6,2259,0004,65,0,0,,0,0,65,0,0
2015,12,19,6,WN,3084,N654SW,BWI,TPA,1150,1148,-2,13,1201,150,143,125,842,1406,5,1420,1411,-9,0,0,,,,,,
2015,12,2,3,AA,2457,N468AA,DFW,TPA,1020,1017,-3,13,1030,140,133,113,929,1323,7,1340,1330,-10,0,0,,,,,,
2015,12,2,3,AA,355,N3MEAA,LGA,ORD,1745,1808,23,20,1828,177,159,122,733,1930,17,1942,1947,5,0,0,,,,,,
2015,12,2,3,AA,523,N828AW,IAH,PHX,1455,1452,-3,15,1507,175,167,144,1009,1631,8,1650,1639,-11,0,0,,,,,,
2015,12,2,3,OO,5308,N494CA,MKE,ORD,1507,1514,7,11,1525,53,50,28,67,1553,11,1600,1604,4,0,0,,,,,,
2015,12,2,3,UA,1458,N62883,IAD,EWR,0605,0600,-5,14,0614,73,74,45,212,0659,15,0718,0714,-4,0,0,,,,,,
2015,12,2,3,WN,2914,N628SW,SJC,LAS,1835,1848,13,10,1858,80,74,58,386,1956,6,1955,2002,7,0,0,,,,,,
2015,12,2,3,WN,612,N8643A,DAL,PHX,1315,1315,0,9,1324,155,145,131,879,1435,5,1450,1440,-10,0,0,,,,,,
2015,12,20,7,EV,2748,N673AE,DFW,ACT,0855,0850,-5,18,0908,47,40,20,89,0928,2,0942,0930,-12,0,0,,,,,,
2015,12,20,7,F9,1214,N704FR,MCO,PHL,0720,0719,-1,20,0739,145,152,124,861,0943,8,0945,0951,6,0,0,,,,,,
2015,12,20,7,OO,5223,N701SK,SLC,SFO,0835,0827,-8,22,0849,134,128,102,599,0931,4,0949,0935,-14,0,0,,,,,,
2015,12,20,7,WN,5623,N780SW,LAS,AMA,1925,1945,20,9,1954,115,106,91,758,2325,6,2320,2331,11,0,0,,,,,,
2015,12,21,1,F9,1299,N922FR,MCO,ORD,0630,0626,-4,19,0645,185,172,144,1005,0809,9,0835,0818,-17,0,0,,,,,,
2015,12,21,1,OO,4495,N8982A,MSP,GRB,1322,1327,5,33,1400,71,79,43,252,1443,3,1433,1446,13,0,0,,,,,,
2015,12,21,1,WN,539,N407WN,LIT,MDW,1415,1420,5,8,1428,95,85,72,544,1540,5,1550,1545,-5,0,0,,,,,,
2015,12,22,2,MQ,3100,N658MQ,DFW,CLL,1655,1652,-3,11,1703,56,47,31,164,1734,5,1751,1739,-12,0,0,,,,,,
2015,12,23,3,AS,653,N317AS,DFW,SEA,1320,1315,-5,14,1329,260,254,234,1660,1523,6,1540,1529,-11,0,0,,,,,,
2015,12,23,3,B6,384,N629JB,MCO,JFK,2047,2206,79,32,2238,142,185,143,944,0101,10,2309,0111,122,0,0,,122,0,0,0,0
2015,12,24,4,B6,288,N510JB,LAX,BOS,0700,0654,-6,12,0706,319,286,271,2611,1437,3,1519,1440,-39,0,0,,,,,,
2015,12,25,5,AS,763,N594AS,MCO,SAN,1730,1721,-9,10,1731,320,306,292,2149,1923,4,1950,1927,-23,0,0,,,,,,
2015,12,25,5,DL,1735,N702TW,LIH,LAX,2224,2221,-3,20,2241,327,315,289,2615,0530,6,0551,0536,-15,0,0,,,,,,
2015,12,25,5,WN,2134,N254WN,RSW,PIT,1445,1438,-7,7,1445,145,129,116,966,1641,6,1710,1647,-23,0,0,,,,,,
2015,12,25,5,WN,2759,N217JC,MCI,ABQ,1425,1425,0,7,1432,130,131,116,718,1528,8,1535,1536,1,0,0,,,,,,
2015,12,26,6,B6,382,N316JB,RIC,BOS,0615,0612,-3,14,0626,92,80,64,474,0730,2,0747,0732,-15,0,0,,,,,,
2015,12,26,6,VX,744,N642VA,SFO,SEA,1430,1430,0,15,1445,125,120,100,679,1625,5,1635,1630,-5,0,0,,,,,,
2015,12,27,7,EV,5279,N853AS,BQK,ATL,0615,0610,-5,11,0621,72,64,48,238,0709,5,0727,0714,-13,0,0,,,,,,
2015,12,27,7,NK,183,N642NK,LBE,RSW,0700,0653,-7,12,0705,170,152,135,956,0920,5,0950,0925,-25,0,0,,,,,,
2015,12,29,2,AA,765,N746UW,AUS,CLT,1346,1541,115,16,1557,150,156,127,1032,1904,13,1716,1917,121,0,0,,6,0,115,0,0
2015,12,29,2,DL,2548,N318NB,GEG,SLC,1638,1652,14,9,1701,99,96,82,546,1923,5,1917,1928,11,0,0,,,,,,
2015,12,3,4,AA,1857,N923US,CLT,MCO,2220,2216,-4,16,2232,97,106,82,468,2354,8,2357,0002,5,0,0,,,,,,
2015,12,30,3,OO,4670,N187PQ,TUS,LAX,0600,0613,13,44,0657,105,126,74,451,0711,8,0645,0719,34,0,0,,21,0,13,0,0
2015,12,31,4,AA,631,N199UW,PHL,MCO,1100,1057,-3,10,1107,154,143,127,861,1314,6,1334,1320,-14,0,0,,,,,,
2015,12,31,4,AA,747,N567UW,CLT,MCO,1950,1948,-2,13,2001,98,89,69,468,2110,7,2128,2117,-11,0,0,,,,,,
2015,12,31,4,VX,1935,N628VA,LAX,SFO,0905,0917,12,11,0928,75,71,54,337,1022,6,1020,1028,8,0,0,,,,,,
2015,12,31,4,WN,2120,N551WN,PBI,ISP,1845,1914,29,9,1923,155,149,135,1052,2138,5,2120,2143,23,0,0,,0,0,6,17,0
2015,12,6,7,AA,671,N197UW,LAX,PHX,1745,1735,-10,19,1754,89,90,58,370,1952,13,2014,2005,-9,0,0,,,,,,
2015,12,6,7,DL,1326,N910DL,OMA,ATL,0700,0656,-4,11,0707,143,125,106,821,0953,8,1023,1001,-22,0,0,,,,,,
2015,12,6,7,DL,442,N713TW,JFK,LAX,1925,1921,-4,15,1936,404,371,340,2475,2216,16,2309,2232,-37,0,0,,,,,,
2015,12,6,7,OO,4550,N8923A,CMH,MSP,0720,0714,-6,36,0750,129,139,97,626,0827,6,0829,0833,4,0,0,,,,,,
2015,12,6,7,UA,1078,N17122,EWR,IAH,0856,0855,-1,19,0914,254,228,198,1400,1132,11,1210,1143,-27,0,0,,,,,,
2015,12,6,7,UA,210,N433UA,MEM,DEN,0849,0857,8,15,0912,156,147,125,872,1017,7,1025,1024,-1,0,0,,,,,,
2015,12,6,7,WN,2149,N210WN,SNA,LAS,1830,1826,-4,7,1833,60,56,43,226,1916,6,1930,1922,-8,0,0,,,,,,
2015,12,7,1,DL,2297,N961DN,ATL,JAX,1330,1332,2,12,1344,62,56,41,270,1425,3,1432,1428,-4,0,0,,,,,,
2015,12,7,1,UA,1528,N76504,MSY,IAH,0924,0918,-6,7,0925,79,68,53,305,1018,8,1043,1026,-17,0,0,,,,,,
2015,12,7,1,WN,1540,N281WN,LAS,STL,1705,1714,9,9,1723,185,180,167,1371,2210,4,2210,2214,4,0,0,,,,,,
2015,12,8,2,DL,986,N838DN,ATL,LGA,0745,0747,2,14,0801,135,124,105,762,0946,5,1000,0951,-9,0,0,,,,,,
2015,12,8,2,MQ,3255,N909MQ,DFW,EVV,1219,1215,-4,16,1231,113,109,90,642,1401,3,1412,1404,-8,0,0,,,,,,
2015,12,8,2,OO,6307,N114SY,MSP,SFO,0710,0659,-11,37,0736,274,277,237,1589,0933,3,0944,0936,-8,0,0,,,,,,
2015,12,8,2,UA,1800,N33103,MCO,EWR,0800,0805,5,14,0819,155,137,116,937,1015,7,1035,1022,-13,0,0,,,,,,
2015,12,9,3,DL,2540,N950DL,DTW,MSY,0843,0839,-4,18,0857,164,149,127,926,1004,4,1027,1008,-19,0,0,,,,,,
2015,12,9,3,DL,612,N153DL,HNL,LAX,1150,1206,16,23,1229,340,329,277,2556,1906,29,1930,1935,5,0,0,,,,,,
2015,12,9,3,EV,5048,N730EV,RIC,BOS,1220,1210,-10,19,1229,95,98,73,474,1342,6,1355,1348,-7,0,0,,,,,,
2015,12,9,3,OO,6352,N122SY,ORD,BOI,1235,1235,0,25,1300,242,264,235,1437,1555,4,1537,1559,22,0,0,,22,0,0,0,0
2015,12,9,3,VX,1936,N281VA,SFO,LAX,0900,0856,-4,13,0909,75,66,50,337,0959,3,1015,1002,-13,0,0,,,,,,
2015,12,9,3,WN,299,N8302F,DEN,LAX,1205,1159,-6,9,1208,150,138,119,862,1307,10,1335,1317,-18,0,0,,,,,,
2015,2,1,7,AA,263,N5DEAA,MCO,LAX,1635,1630,-5,18,1648,339,336,313,2218,1901,5,1914,1906,-8,0,0,,,,,,
2015,2,1,7,UA,1224,N12216,LAX,HNL,1030,1037,7,18,1055,367,357,332,2556,1427,7,1437,1434,-3,0,0,,,,,,
2015,2,10,2,AS,688,N303AS,PDX,ORD,1025,1020,-5,11,1031,232,219,196,1739,1547,12,1617,1559,-18,0,0,,,,,,
2015,2,10,2,DL,1375,N359NB,ATL,GSP,1238,1236,-2,12,1248,58,48,33,153,1321,3,1336,1324,-12,0,0,,,,,,
2015,2,10,2,DL,2531,N3769L,BOS,LAX,0903,0927,24,63,1030,397,436,353,2611,1323,20,1240,1343,63,0,0,,39,0,0,15,9
2015,2,10,2,MQ,3475,N694MQ,CID,ORD,1305,1252,-13,14,1306,65,64,37,196,1343,13,1410,1356,-14,0,0,,,,,,
2015,2,11,3,AA,2481,N4XRAA,DFW,MFE,2055,2052,-3,11,2103,91,86,71,469,2214,4,2226,2218,-8,0,0,,,,,,
2015,2,11,3,AS,19,N553AS,MCO,SEA,1850,1843,-7,15,1858,390,379,356,2554,2154,8,2220,2202,-18,0,0,,,,,,
2015,2,11,3,UA,1206,N75429,EWR,PHX,1825,1842,17,27,1909,341,315,283,2133,2152,5,2206,2157,-9,0,0,,,,,,
2015,2,11,3,WN,3134,N450WN,STL,BNA,0935,0932,-3,7,0939,65,55,43,272,1022,5,1040,1027,-13,0,0,,,,,,
2015,2,12,4,AA,1331,N488AA,MSP,ORD,1843,1844,1,13,1857,90,79,52,334,1949,14,2013,2003,-10,0,0,,,,,,
2015,2,12,4,OO,5161,N116SY,ORD,SAT,1216,1213,-3,23,1236,191,179,149,1041,1505,7,1527,1512,-15,0,0,,,,,,
2015,2,13,5,AS,643,N413AS,PHX,SEA,1205,1229,24,9,1238,183,163,149,1107,1407,5,1408,1412,4,0,0,,,,,,
2015,2,13,5,MQ,3498,N942MQ,ORD,OMA,1530,1526,-4,58,1624,91,131,69,416,1733,4,1701,1737,36,0,0,,36,0,0,0,0
2015,2,14,6,US,467,N642AW,PHX,MSP,2359,0146,107,11,0157,180,159,145,1276,0522,3,0359,0525,86,0,0,,0,0,86,0,0
2015,2,15,7,AA,1111,N3DHAA,LGA,DFW,0730,,,,,251,,,1389,,,1041,,,0,1,B,,,,,
2015,2,15,7,DL,1488,N926AT,BTR,ATL,1206,1207,1,10,1217,90,80,62,448,1419,8,1436,1427,-9,0,0,,,,,,
2015,2,15,7,US,1948,N958UW,PHL,RDU,2255,2318,23,25,2343,81,87,58,337,0041,4,0016,0045,29,0,0,,6,0,23,0,0
2015,2,16,1,DL,2387,N943DL,ATL,DAB,0930,0928,-2,9,0937,77,62,49,366,1026,4,1047,1030,-17,0,0,,,,,,
2015,2,17,2,US,496,N672AW,PHX,DEN,2255,2312,17,12,2324,100,103,84,602,0048,7,0035,0055,20,0,0,,3,0,17,0,0
2015,2,17,2,WN,762,N7746C,LGA,MDW,2055,2142,47,17,2159,150,139,117,725,2256,5,2225,2301,36,0,0,,0,0,36,0,0
2015,2,18,3,DL,2594,N354NW,DEN,LGA,1615,1614,-1,10,1624,214,247,190,1620,2134,47,2149,2221,32,0,0,,32,0,0,0,0
2015,2,18,3,UA,224,N642UA,EWR,ORD,1400,1438,38,13,1451,153,133,105,719,1536,15,1533,1551,18,0,0,,0,0,18,0,0
2015,2,18,3,WN,2703,N645SW,MCO,HOU,1615,1617,2,12,1629,165,161,146,849,1755,3,1800,1758,-2,0,0,,,,,,
2015,2,19,4,B6,117,N339JB,BOS,JFK,1140,1136,-4,11,1147,71,66,49,187,1236,6,1251,1242,-9,0,0,,,,,,
2015,2,19,4,DL,2659,N955DL,FLL,JFK,1910,1951,41,53,2044,172,196,138,1069,2302,5,2202,2307,65,0,0,,24,0,0,41,0
2015,2,19,4,WN,1322,N217JC,MSY,PHX,2050,2040,-10,5,2045,215,211,202,1300,2307,4,2325,2311,-14,0,0,,,,,,
2015,2,19,4,WN,238,N7746C,LGA,BNA,1755,1924,89,22,1946,165,138,111,764,2037,5,1940,2042,62,0,0,,0,0,0,62,0
2015,2,19,4,WN,3130,N8309C,PBI,ISP,1940,1934,-6,9,1943,160,149,135,1052,2158,5,2220,2203,-17,0,0,,,,,,
2015,2,2,1,EV,4939,N858AS,TLH,ATL,1751,1749,-2,14,1803,68,64,44,223,1847,6,1859,1853,-6,0,0,,,,,,
