student_id,assign1_grade,assign1_sub_year,assign1_sub_month,assign1_sub_day,assign1_sub_hour,assign1_sub_min,assign1_sub_sec,assign2_grade,assign2_sub_year,assign2_sub_month,assign2_sub_day,assign2_sub_hour,assign2_sub_min,assign2_sub_sec,assign3_grade,assign3_sub_year,assign3_sub_month,assign3_sub_day,assign3_sub_hour,assign3_sub_min,assign3_sub_sec,assign4_grade,assign4_sub_year,assign4_sub_month,assign4_sub_day,assign4_sub_hour,assign4_sub_min,assign4_sub_sec,assign5_grade,assign5_sub_year,assign5_sub_month,assign5_sub_day,assign5_sub_hour,assign5_sub_min,assign5_sub_sec,assign6_grade,assign6_sub_year,assign6_sub_month,assign6_sub_day,assign6_sub_hour,assign6_sub_min,assign6_sub_sec
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,55.668240799959094,2015,10,11,17,49,32,49.67141671996319,2015,10,15,16,27,3,40.47713337597057,2015,10,24,21,58,43,35.6194200383735,2015,10,18,23,52,24,32.05747803453614,2015,10,19,17,44,50,28.85173023108253,2015,10,30,19,56,55
2B806EF6-A590-1C00-F0C5-1469E3B2152E,99.38040563325758,2015,12,23,20,0,17,89.01236506993183,2016,1,2,19,55,23,71.94989205594545,2016,1,6,23,24,50,63.94490285035092,2016,1,3,23,9,57,57.55041256531583,2016,1,17,15,34,45,51.79537130878425,2016,1,19,15,54,53
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,94.43188485802744,2016,1,19,19,3,51,94.43188485802744,2016,1,19,15,33,54,75.54550788642194,2016,1,30,15,6,32,60.436406309137574,2016,1,27,17,40,0,54.3927656782238,2016,2,4,22,20,3,48.95348911040142,2016,2,17,18,8,54
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,90.34235627126604,2016,3,6,2,32,22,90.34235627126604,2016,3,12,20,40,30,90.34235627126604,2016,3,17,7,30,9,72.27388501701283,2016,3,21,2,13,56,65.04649651531155,2016,3,28,2,51,30,65.04649651531155,2016,3,29,14,9,1
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,97.07640016488169,2016,6,8,21,44,30,87.36876014839348,2016,6,9,1,57,7,87.36876014839348,2016,6,23,7,54,38,87.36876014839348,2016,6,26,16,5,55,87.36876014839348,2016,6,26,20,45,14,78.63188413355415,2016,7,6,23,19,14
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,90.38451386902628,2015,12,25,7,42,37,89.88451386902629,2015,12,30,6,16,27,72.64761109522104,2016,1,5,22,35,37,57.39808887617682,2016,1,7,4,1,41,45.91847110094147,2016,1,7,6,43,10,45.91847110094147,2016,1,16,16,22,43
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,45.25836861006457,2016,2,6,19,48,19,45.25836861006457,2016,2,8,17,55,11,36.20669488805165,2016,2,18,8,34,57,28.96535591044132,2016,2,23,21,35,40,23.172284728353056,2016,2,27,17,46,5,23.172284728353056,2016,5,3,18,56,17
1F51E050-78F7-F270-1B90-ED1BC0376763,60.63833029047954,2016,1,2,18,56,0,60.63833029047954,2016,1,9,16,40,8,60.63833029047954,2016,2,22,5,8,56,60.63833029047954,2016,1,9,22,4,47,54.57449726143159,2016,1,10,17,49,55,49.11704753528843,2016,1,11,18,25,46
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,64.04425679972736,2016,1,25,22,39,48,57.63983111975463,2016,1,27,19,18,56,51.87584800777917,2016,2,2,15,50,58,41.500678406223344,2016,2,2,16,50,45,33.20054272497867,2016,2,3,19,43,51,33.20054272497867,2016,2,5,11,58,36
247B105C-2067-A7AA-2CBE-B65278128C96,69.94539032016166,2015,10,5,4,27,18,69.44539032016166,2015,10,11,1,36,30,56.29631225612934,2015,10,14,21,24,35,55.39631225612934,2015,10,19,2,35,40,49.856681030516405,2015,10,26,2,49,52,49.856681030516405,2015,10,27,19,45,46
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,94.04608458813007,2015,10,24,21,21,16,93.54608458813007,2015,10,26,22,35,38,94.24608458813007,2015,11,11,2,28,32,74.67686767050405,2015,11,7,10,17,57,67.20918090345364,2015,11,9,22,47,57,67.20918090345364,2015,11,15,19,30,55
247B105C-2067-A7AA-2CBE-B65278128C96,54.235541492246206,2015,10,18,5,3,17,43.02843319379697,2015,10,20,5,9,51,43.72843319379697,2015,10,24,23,58,21,34.26274655503757,2015,10,27,15,8,0,30.836471899533816,2015,10,27,15,6,12,24.669177519627056,2015,11,6,5,23,56
25197F10-E9E9-4C50-63F8-6C896975AAE2,67.14211220928816,2015,10,12,17,30,5,59.997900988359355,2015,10,9,17,42,1,54.7181108895234,2016,1,7,8,55,43,53.8181108895234,2015,10,16,23,4,22,48.436299800571064,2015,10,18,12,34,33,43.59266982051396,2016,1,13,17,22,49
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,40.83848277701735,2015,9,30,0,8,42,32.310786221613874,2015,10,1,3,41,42,29.799707599452486,2015,11,7,13,54,50,28.899707599452487,2015,10,3,23,6,59,23.119766079561987,2015,10,9,12,40,1,20.80778947160579,2015,10,12,15,42,2
1F51E050-78F7-F270-1B90-ED1BC0376763,49.07241818025908,2016,1,16,13,53,33,39.25793454420728,2016,1,16,22,16,40,31.40634763536581,2016,1,23,15,53,13,31.40634763536581,2016,1,23,14,12,53,31.40634763536581,2016,1,29,16,48,0,31.40634763536581,2016,2,4,8,33,9
2B806EF6-A590-1C00-F0C5-1469E3B2152E,71.32316533967246,2015,12,13,19,3,0,63.76084880570522,2015,12,18,22,33,47,64.46084880570521,2015,12,24,8,32,51,50.84867904456417,2015,12,27,2,58,6,40.67894323565135,2016,1,1,21,57,12,32.54315458852107,2016,1,5,0,36,31
25197F10-E9E9-4C50-63F8-6C896975AAE2,73.24422719587652,2015,11,28,3,47,49,65.48980447628887,2015,12,5,14,27,9,59.660824028659974,2015,12,6,22,26,19,58.760824028659975,2015,12,13,19,2,7,52.88474162579399,2015,12,18,1,59,13,47.596267463214595,2015,12,21,15,36,42
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,91.06139258151329,2016,5,13,5,0,2,81.95525332336194,2016,5,23,3,55,5,81.95525332336194,2016,5,26,7,36,32,73.75972799102576,2016,5,25,4,49,23,73.75972799102576,2016,5,28,3,34,21,59.00778239282061,2016,6,8,7,55,19
1F51E050-78F7-F270-1B90-ED1BC0376763,59.357388063412024,2016,1,24,13,45,54,59.357388063412024,2016,1,31,15,3,36,53.42164925707082,2016,2,2,2,38,54,53.42164925707082,2016,2,7,16,3,21,48.07948433136375,2016,2,11,16,26,23,38.463587465091,2016,2,12,17,38,24
25197F10-E9E9-4C50-63F8-6C896975AAE2,50.7993823750585,2016,1,10,17,45,26,50.7993823750585,2016,1,12,23,12,37,45.71944413755265,2016,1,19,21,24,7,45.71944413755265,2016,1,21,10,36,58,41.147499723797395,2016,1,26,16,22,24,32.917999779037906,2016,1,28,17,4,40
DDE0526B-7DA4-80E8-C2A6-D097F3826029,68.39996332511416,2016,4,18,4,26,41,54.71997066009133,2016,4,27,6,8,43,49.24797359408221,2016,4,28,7,46,10,39.398378875265756,2016,5,2,6,3,56,35.458540987739184,2016,5,7,21,6,49,35.458540987739184,2016,5,12,7,47,21
247B105C-2067-A7AA-2CBE-B65278128C96,43.345290567975006,2015,12,27,2,23,39,34.316232454380014,2016,1,3,1,39,13,31.604609208941998,2016,1,7,8,55,43,30.704609208942003,2016,1,11,7,9,23,30.704609208942003,2016,1,18,5,12,44,27.634148288047804,2016,1,20,19,54,46
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,69.76786567870319,2015,10,18,17,29,39,62.36107911083286,2015,10,21,15,46,21,50.628863288666295,2015,10,29,23,27,33,49.7288632886663,2015,11,5,2,24,5,39.78309063093304,2015,11,5,16,31,59,31.826472504746434,2015,11,13,22,57,5
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,74.90423015041212,2016,1,10,0,49,49,74.90423015041212,2016,1,20,14,21,27,67.4138071353709,2016,1,21,8,24,7,60.67242642183381,2016,1,25,7,51,35,60.67242642183381,2016,1,31,11,51,14,60.67242642183381,2016,2,3,18,8,13
DDE0526B-7DA4-80E8-C2A6-D097F3826029,76.44042831953597,2016,4,18,2,41,55,76.44042831953597,2016,4,29,3,36,13,68.79638548758237,2016,5,26,7,36,30,61.916746938824126,2016,5,15,19,48,32,55.72507224494172,2016,6,6,12,29,56,50.15256502044755,2016,6,3,7,41,14
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,79.5215778282082,2016,1,24,17,52,48,79.5215778282082,2016,1,29,4,20,6,79.5215778282082,2016,1,31,21,43,19,79.5215778282082,2016,2,6,18,42,30,79.5215778282082,2016,2,13,17,4,23,63.61726226256657,2016,2,15,20,13,6
247B105C-2067-A7AA-2CBE-B65278128C96,77.7445574607583,2015,9,18,19,9,39,77.2445574607583,2015,9,22,18,5,16,70.24010171468247,2015,10,12,1,41,50,69.34010171468246,2015,10,1,17,22,47,69.34010171468246,2015,10,8,20,40,3,55.472081371745965,2015,10,10,14,11,29
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,89.33886753204662,2015,12,13,22,57,11,79.97498077884195,2015,12,20,23,28,14,64.71998462307357,2015,12,23,20,6,44,51.055987698458864,2015,12,27,6,17,46,40.8447901587671,2016,1,4,4,52,28,36.760311142890394,2016,1,5,5,34,49
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,52.089967605552424,2015,9,16,0,14,43,51.589967605552424,2015,9,21,20,59,0,47.150970844997175,2015,9,24,20,18,38,41.62587376049746,2015,9,22,0,58,47,41.62587376049746,2015,9,22,14,25,37,37.46328638444772,2015,9,27,19,19,10
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,94.04202176878096,2016,4,17,18,55,30,84.63781959190288,2016,4,21,20,3,29,84.63781959190288,2016,4,24,0,13,41,76.17403763271257,2016,4,29,18,59,46,68.55663386944133,2016,5,6,8,1,43,61.70097048249721,2016,5,9,12,59,14
247B105C-2067-A7AA-2CBE-B65278128C96,91.16583821414301,2016,1,21,7,56,23,82.0492543927287,2016,1,28,9,13,46,82.0492543927287,2016,2,4,8,33,5,65.63940351418297,2016,2,3,11,7,19,59.075463162764684,2016,2,4,4,3,41,59.075463162764684,2016,2,16,2,6,35
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,96.82522295778887,2015,12,13,22,58,16,86.71270066200998,2015,12,17,20,3,30,70.110160529608,2015,12,23,14,35,27,69.21016052960799,2015,12,27,21,39,42,69.21016052960799,2016,1,3,22,59,4,62.2891444766472,2016,1,4,23,9,6
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,94.46960767033673,2015,10,31,8,52,54,93.96960767033673,2015,11,3,8,12,57,85.29264690330305,2015,11,10,2,27,54,67.51411752264244,2015,11,11,18,44,17,60.7627057703782,2015,11,18,5,23,17,54.68643519334039,2015,11,26,5,20,25
DDE0526B-7DA4-80E8-C2A6-D097F3826029,76.8049101005316,2016,5,15,18,38,48,69.12441909047844,2016,5,19,21,3,8,62.2119771814306,2016,5,20,21,51,35,55.99077946328754,2016,5,26,16,26,26,44.792623570630035,2016,6,3,22,54,11,40.313361213567035,2016,6,4,18,16,58
247B105C-2067-A7AA-2CBE-B65278128C96,91.41142462080437,2016,1,24,13,33,2,91.41142462080437,2016,1,30,13,22,26,73.12913969664349,2016,1,31,21,13,39,58.503311757314826,2016,2,6,14,23,27,52.65298058158333,2016,2,14,17,31,57,47.387682523425,2016,2,15,18,12,27
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,63.84548389030604,2015,10,18,17,9,56,50.71638711224485,2015,10,20,14,52,6,51.41638711224484,2015,10,21,19,59,16,40.41310968979587,2015,11,2,4,53,20,40.41310968979587,2015,11,8,10,55,37,40.41310968979587,2015,11,10,2,28,6
25197F10-E9E9-4C50-63F8-6C896975AAE2,83.29913913483735,2015,10,19,3,10,7,66.27931130786986,2015,10,22,23,40,38,60.37138017708289,2015,10,28,8,20,16,47.57710414166632,2015,11,1,21,0,7,38.06168331333305,2015,11,9,0,35,49,34.255514981999745,2015,11,12,1,27,3
25197F10-E9E9-4C50-63F8-6C896975AAE2,77.33131084239669,2016,1,20,20,5,17,61.86504867391736,2016,1,24,19,29,13,55.678543806525624,2016,2,1,9,52,13,50.11068942587306,2016,2,9,18,10,31,45.09962048328576,2016,2,11,20,36,42,36.07969638662861,2016,2,16,10,6,38
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,87.29200183446852,2016,6,6,1,50,40,78.56280165102167,2016,6,6,14,6,17,78.56280165102167,2016,6,20,11,28,37,70.70652148591951,2016,6,12,17,57,55,56.56521718873561,2016,6,18,14,38,1,50.90869546986205,2016,7,2,15,21,4
247B105C-2067-A7AA-2CBE-B65278128C96,83.63234680678838,2015,11,2,3,46,11,83.13234680678838,2015,11,3,3,1,48,83.83234680678838,2015,11,9,20,1,56,66.3458774454307,2015,11,16,3,3,50,59.71128970088763,2015,11,19,4,24,28,59.71128970088763,2015,11,22,10,58,45
2B806EF6-A590-1C00-F0C5-1469E3B2152E,83.9488252582641,2016,5,15,6,5,39,75.55394273243769,2016,5,20,18,51,22,60.443154185950156,2016,5,26,7,36,32,60.443154185950156,2016,5,25,20,7,16,60.443154185950156,2016,6,3,5,18,17,54.39883876735514,2016,6,4,20,16,49
25197F10-E9E9-4C50-63F8-6C896975AAE2,57.693579974668026,2015,9,25,19,41,11,57.193579974668026,2015,9,27,17,20,59,52.194221977201224,2015,9,28,20,18,45,41.035377581760976,2015,10,9,19,53,32,32.828302065408785,2015,10,9,22,25,10,32.828302065408785,2015,10,12,22,56,59
247B105C-2067-A7AA-2CBE-B65278128C96,73.81928532499484,2015,10,9,0,27,43,73.31928532499484,2015,10,13,10,30,58,59.39542825999587,2015,11,26,8,50,57,52.645885433996284,2015,10,23,0,19,21,42.11670834719703,2015,10,29,13,6,52,37.90503751247733,2015,11,2,7,58,5
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,52.52465895498826,2015,12,31,15,14,42,52.52465895498826,2015,12,31,15,9,41,42.01972716399061,2016,1,9,17,24,58,33.61578173119249,2016,1,12,8,26,35,33.61578173119249,2016,1,12,20,11,12,33.61578173119249,2016,1,14,14,21,51
DDE0526B-7DA4-80E8-C2A6-D097F3826029,86.8919590621883,2015,11,29,12,5,22,77.77276315596947,2015,12,6,19,59,16,78.47276315596946,2015,12,10,8,54,52,69.81548684037253,2015,12,8,16,42,41,69.81548684037253,2015,12,16,20,54,24,62.83393815633528,2015,12,18,13,2,26
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,87.8568519387869,2015,11,16,1,10,20,87.3568519387869,2015,11,19,20,44,49,79.34116674490822,2015,11,26,8,50,58,70.59705007041741,2015,11,29,1,8,17,70.59705007041741,2015,12,6,1,42,27,70.59705007041741,2015,12,10,3,55,30
247B105C-2067-A7AA-2CBE-B65278128C96,78.83709710319914,2016,7,20,2,6,0,70.95338739287924,2016,7,30,0,28,38,70.95338739287924,2016,8,4,7,48,44,70.95338739287924,2016,8,5,23,26,15,63.85804865359131,2016,8,15,1,23,19,63.85804865359131,2016,8,16,12,34,51
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,90.57046166232435,2015,10,27,11,36,23,90.07046166232435,2015,10,29,12,35,13,72.79636932985949,2015,11,8,9,54,40,71.89636932985948,2015,11,3,12,49,22,57.51709546388759,2015,11,13,13,13,8,51.76538591749882,2015,11,16,22,59,11
247B105C-2067-A7AA-2CBE-B65278128C96,79.2368163539459,2016,1,23,7,25,8,63.38945308315672,2016,1,30,19,21,48,63.38945308315672,2016,2,3,5,50,27,63.38945308315672,2016,2,6,6,21,13,63.38945308315672,2016,2,13,6,29,55,63.38945308315672,2016,2,15,15,15,55
DDE0526B-7DA4-80E8-C2A6-D097F3826029,78.12075284808506,2016,2,2,12,33,52,62.496602278468046,2016,2,2,15,28,7,62.496602278468046,2016,2,12,7,2,0,56.24694205062125,2016,2,17,15,35,7,44.997553640496996,2016,2,19,9,24,49,40.497798276447305,2016,2,24,21,39,28
247B105C-2067-A7AA-2CBE-B65278128C96,84.7700841411975,2016,1,24,13,38,9,67.816067312958,2016,1,28,0,12,23,61.03446058166221,2016,2,2,6,3,43,54.93101452349598,2016,2,6,20,58,26,49.43791307114638,2016,2,14,11,11,3,44.49412176403175,2016,2,15,14,11,17
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,86.44879325061136,2016,1,11,8,24,55,86.44879325061136,2016,1,16,15,8,41,69.15903460048911,2016,1,20,8,52,24,55.32722768039128,2016,1,24,2,54,35,44.261782144313024,2016,2,6,10,31,6,39.83560392988172,2016,2,7,10,58,0
DDE0526B-7DA4-80E8-C2A6-D097F3826029,91.05955889944332,2016,1,9,10,7,42,91.05955889944332,2016,1,16,5,59,30,91.05955889944332,2016,1,20,3,23,52,91.05955889944332,2016,1,24,14,45,44,91.05955889944332,2016,1,31,10,56,55,81.95360300949899,2016,2,1,12,5,24
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,98.53246930132809,2016,3,21,2,28,49,88.67922237119528,2016,3,27,22,53,28,70.94337789695622,2016,3,29,0,36,22,63.8490401072606,2016,4,3,20,18,57,51.0792320858085,2016,4,11,0,20,56,40.863385668646785,2016,4,12,1,15,44
25197F10-E9E9-4C50-63F8-6C896975AAE2,54.2278336423158,2016,5,15,21,14,23,54.2278336423158,2016,5,20,21,43,48,54.2278336423158,2016,5,26,7,36,32,54.2278336423158,2016,5,30,3,29,57,54.2278336423158,2016,6,5,17,30,34,43.382266913852646,2016,6,7,7,17,16
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,84.85576668061648,2016,2,7,10,31,51,67.88461334449319,2016,2,14,14,15,24,54.30769067559456,2016,2,18,8,34,58,43.446152540475644,2016,2,20,20,11,17,34.756922032380515,2016,2,27,14,11,52,31.28122982914247,2016,2,29,12,21,8
25197F10-E9E9-4C50-63F8-6C896975AAE2,81.78407675937696,2015,12,13,16,22,10,73.17566908343926,2015,12,20,16,46,44,66.57810217509535,2015,12,23,15,34,43,65.67810217509535,2016,1,2,20,1,33,52.54248174007628,2016,1,2,23,45,50,52.54248174007628,2016,1,6,10,2,21
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,68.80987972182787,2015,10,3,16,17,55,54.6879037774623,2015,10,10,17,58,14,55.38790377746229,2015,10,14,2,4,34,49.03911339971607,2015,10,17,23,34,1,44.13520205974447,2015,10,24,23,47,18,39.721681853770015,2015,10,26,23,30,58
1F51E050-78F7-F270-1B90-ED1BC0376763,58.47757594743712,2015,9,17,15,3,19,52.1998183526934,2015,9,21,3,13,23,42.49985468215473,2015,9,30,20,24,34,33.279883745723794,2015,10,5,2,7,53,29.95189537115141,2015,10,11,5,31,43,29.95189537115141,2015,10,13,6,11,47
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,95.72482964749926,2015,10,4,13,55,20,95.22482964749926,2015,10,11,15,17,45,86.42234668274935,2015,10,12,16,42,54,85.52234668274933,2015,10,18,15,53,53,85.52234668274933,2015,10,26,6,49,32,76.97011201447441,2015,10,26,19,33,47
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,70.06158556775694,2016,1,9,21,29,7,56.04926845420555,2016,1,17,6,9,20,50.444341608785,2016,1,20,20,54,36,50.444341608785,2016,1,21,21,17,38,40.355473287028,2016,1,22,12,25,38,40.355473287028,2016,1,31,17,13,7
2B806EF6-A590-1C00-F0C5-1469E3B2152E,90.43631915665678,2016,1,25,3,35,17,90.43631915665678,2016,1,31,23,36,55,90.43631915665678,2016,2,2,18,39,26,81.39268724099111,2016,2,8,2,10,39,65.11414979279289,2016,2,15,4,20,31,58.602734813513614,2016,2,18,0,26,0
25197F10-E9E9-4C50-63F8-6C896975AAE2,84.02589267059355,2015,9,21,0,10,56,75.19330340353419,2015,9,27,23,48,34,75.89330340353419,2015,10,14,1,34,46,74.99330340353418,2015,10,4,23,50,2,59.99464272282735,2015,10,12,4,9,38,47.99571417826189,2015,10,13,4,43,28
247B105C-2067-A7AA-2CBE-B65278128C96,69.98307353173118,2015,10,4,0,24,33,69.48307353173118,2015,10,12,2,52,26,70.18307353173118,2015,10,14,18,12,7,69.28307353173118,2015,10,23,20,15,36,55.42645882538494,2015,10,29,18,54,22,55.42645882538494,2015,10,30,20,28,59
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,80.62682248665277,2015,9,20,16,34,30,64.1414579893222,2015,9,25,20,41,56,64.84145798932221,2015,10,13,13,41,33,51.15316639145778,2015,10,11,21,28,11,46.03784975231199,2015,10,13,23,10,17,41.43406477708079,2015,10,19,16,59,32
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,83.94742157881295,2015,9,21,2,24,24,83.44742157881295,2015,9,27,20,27,39,67.49793726305036,2015,9,30,3,54,5,66.59793726305035,2015,10,5,1,26,56,66.59793726305035,2015,10,12,0,30,55,53.27834981044029,2015,10,13,1,43,37
247B105C-2067-A7AA-2CBE-B65278128C96,80.75172454971124,2015,9,21,6,23,29,72.24655209474012,2015,9,25,6,51,18,65.74189688526612,2015,9,26,19,48,29,58.357707196739504,2015,10,4,8,46,33,58.357707196739504,2015,10,9,5,25,23,46.686165757391606,2015,10,12,6,45,11
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,59.557373182318614,2016,3,6,9,8,16,47.64589854585489,2016,3,13,4,52,55,38.11671883668392,2016,3,17,1,32,26,38.11671883668392,2016,3,20,6,56,58,34.305046953015534,2016,3,27,17,1,4,30.874542257713976,2016,3,29,14,8,17
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,50.13866074653229,2015,11,3,18,14,26,39.750928597225844,2015,11,4,22,26,27,40.45092859722584,2015,11,12,8,58,31,39.55092859722584,2015,11,12,22,16,19,31.64074287778067,2015,11,13,18,48,15,31.64074287778067,2015,11,25,3,46,44
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,50.551701909418185,2015,10,2,23,34,37,45.06653171847636,2015,10,9,23,17,41,41.279878546628716,2015,11,2,0,58,38,36.341890691965844,2015,10,18,2,6,52,36.341890691965844,2015,10,25,3,35,28,36.341890691965844,2016,1,20,19,54,46
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,82.31794919576551,2015,12,28,0,57,33,81.81794919576551,2016,1,4,1,18,48,74.35615427618896,2016,1,7,8,55,44,73.45615427618897,2016,1,11,1,30,27,66.11053884857007,2016,1,13,15,50,24,52.88843107885606,2016,1,15,21,22,29
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,87.12535563974369,2015,10,14,16,48,18,77.98282007576931,2015,10,17,3,54,13,78.68282007576931,2015,10,28,2,4,28,77.78282007576931,2015,10,26,11,15,25,62.22625606061546,2015,10,28,13,52,45,56.00363045455392,2015,11,10,2,28,6
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,44.21534223824428,2016,3,20,22,4,52,44.21534223824428,2016,3,24,16,53,45,39.79380801441985,2016,3,30,2,32,59,39.79380801441985,2016,4,9,9,28,45,35.814427212977854,2016,4,10,21,40,36,32.23298449168008,2016,4,13,13,45,1
1F51E050-78F7-F270-1B90-ED1BC0376763,82.13413840475495,2015,12,23,8,31,59,81.63413840475495,2015,12,26,16,46,10,74.19072456427945,2016,2,14,8,33,10,73.29072456427946,2016,1,2,4,18,0,65.96165210785152,2016,1,2,15,5,0,59.365486897066354,2016,2,11,17,30,42
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,90.22806437846322,2015,12,16,2,46,31,89.72806437846322,2015,12,26,21,5,46,81.4752579406169,2016,1,21,4,23,30,80.57525794061691,2015,12,30,22,17,56,72.5177321465552,2016,1,7,22,3,45,72.5177321465552,2016,1,31,21,43,23
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,86.89679427178986,2015,11,30,6,42,43,77.77711484461088,2015,12,5,22,31,23,78.47711484461087,2015,12,8,5,24,4,69.81940336014979,2015,12,14,1,58,6,55.85552268811984,2015,12,21,6,5,57,44.684418150495866,2015,12,22,17,11,48
DDE0526B-7DA4-80E8-C2A6-D097F3826029,72.4206539136987,2016,4,15,1,9,45,72.4206539136987,2016,4,18,11,46,20,72.4206539136987,2016,4,22,23,42,19,65.17858852232885,2016,4,26,0,59,3,65.17858852232885,2016,4,28,2,2,37,58.66072967009597,2016,5,9,12,55,18
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,80.71526726709845,2016,1,24,14,13,12,80.71526726709845,2016,1,30,19,36,6,64.57221381367877,2016,1,31,20,44,30,64.57221381367877,2016,2,8,5,24,32,51.65777105094302,2016,2,15,6,45,11,51.65777105094302,2016,2,16,6,35,55
DDE0526B-7DA4-80E8-C2A6-D097F3826029,68.7468447150953,2016,5,27,21,21,36,68.7468447150953,2016,6,13,21,54,16,61.872160243585775,2016,8,1,4,17,44,55.6849442192272,2016,6,21,17,58,37,55.6849442192272,2016,7,21,19,48,38,55.6849442192272,2016,8,18,7,34,19
247B105C-2067-A7AA-2CBE-B65278128C96,79.30540160081324,2015,11,27,22,5,35,70.94486144073191,2015,12,4,22,20,52,57.495889152585534,2015,12,9,4,25,41,56.595889152585535,2015,12,12,15,25,3,56.595889152585535,2015,12,14,20,50,43,56.595889152585535,2015,12,17,15,33,39
25197F10-E9E9-4C50-63F8-6C896975AAE2,56.165287202863254,2015,10,5,5,50,12,44.57222976229061,2015,10,11,20,6,0,40.83500678606153,2016,1,21,8,53,24,39.93500678606153,2015,10,21,7,33,21,31.94800542884923,2015,10,26,6,56,42,25.558404343079385,2015,11,10,16,0,48
25197F10-E9E9-4C50-63F8-6C896975AAE2,40.813204538064426,2016,1,24,15,42,52,36.73188408425799,2016,1,31,15,1,7,29.385507267406396,2016,2,2,3,5,38,26.44695654066576,2016,2,4,20,3,16,26.44695654066576,2016,2,11,18,13,22,26.44695654066576,2016,2,15,17,42,37
247B105C-2067-A7AA-2CBE-B65278128C96,87.21261432387695,2016,2,4,20,41,19,78.49135289148927,2016,2,13,21,23,49,70.64221760234035,2016,3,10,16,3,57,63.57799584210633,2016,2,16,18,13,25,50.86239667368506,2016,2,24,18,54,44,40.68991733894804,2016,3,7,9,33,35
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,35.18395939948397,2016,6,17,17,59,39,35.18395939948397,2016,6,20,23,49,18,28.147167519587175,2016,6,23,7,54,38,28.147167519587175,2016,6,25,13,17,44,25.332450767628465,2016,6,30,19,18,7,25.332450767628465,2016,7,4,6,19,54
25197F10-E9E9-4C50-63F8-6C896975AAE2,69.62005660522861,2015,10,14,5,14,12,55.3360452841829,2015,10,22,4,1,29,50.5224407557646,2015,11,3,6,57,41,39.697952604611686,2015,10,30,20,31,55,31.758362083689352,2015,11,2,16,54,25,28.58252587532041,2015,11,11,7,26,4
2B806EF6-A590-1C00-F0C5-1469E3B2152E,52.5902521194361,2015,10,18,2,49,16,52.0902521194361,2015,10,24,2,17,13,47.6012269074925,2015,11,2,2,33,15,42.03110421674325,2015,11,1,2,41,27,37.82799379506892,2015,11,8,3,20,58,30.26239503605514,2015,11,18,11,52,0
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,72.6470397665214,2015,10,6,21,42,0,57.757631813217145,2015,10,10,16,18,15,52.701868631895415,2015,10,26,21,31,50,41.44149490551634,2015,10,17,17,40,26,41.44149490551634,2015,10,24,15,23,6,41.44149490551634,2015,10,26,16,28,17
DDE0526B-7DA4-80E8-C2A6-D097F3826029,77.69783204775868,2015,9,20,12,32,0,61.79826563820695,2015,9,27,9,23,49,56.33843907438625,2015,9,29,23,54,45,44.350751259509,2015,10,4,22,53,7,44.350751259509,2015,10,11,14,55,8,35.48060100760721,2015,10,13,21,28,39
